  Wl(nm)  HCRF  Rso  Rdo  Rsd  Rdd  ABSs  ABSd
       705       0.10896592       0.10711958       0.11653797       0.15378712       0.15316976       0.75135079       0.67449601
       706       0.11563017       0.11383355       0.12302055       0.16306860       0.16172308       0.73949918       0.66372187
       707       0.12237753       0.12061794       0.12956460       0.17238260       0.17029243       0.72752832       0.65284229
       708       0.12920970       0.12749568       0.13620139       0.18175383       0.17890776       0.71543444       0.64186970
       709       0.13609773       0.13442374       0.14288318       0.19112165       0.18750927       0.70328762       0.63085979
       710       0.14308694       0.14146681       0.14967078       0.20059151       0.19619237       0.69092485       0.61965519
       711       0.15015002       0.14857831       0.15652192       0.21008897       0.20489139       0.67846428       0.60837169
       712       0.15732002       0.15579749       0.16347073       0.21967636       0.21366062       0.66580299       0.59690766
       713       0.16459431       0.16313189       0.17052911       0.22935911       0.22250878       0.65294830       0.58527737
       714       0.17199789       0.17059189       0.17770703       0.23915084       0.23144849       0.63988045       0.57346275
       715       0.17948274       0.17814596       0.18497417       0.24900976       0.24044180       0.62665485       0.56151391
       716       0.18710235       0.18583817       0.19237179       0.25899032       0.24953784       0.61320002       0.54936608
       717       0.19471797       0.19360673       0.19984255       0.26901855       0.25867074       0.59960928       0.53710325
       718       0.20246914       0.20144500       0.20737897       0.27908300       0.26782969       0.58590196       0.52474281
       719       0.21038141       0.20940267       0.21502876       0.28924833       0.27707369       0.57198869       0.51220372
       720       0.21830414       0.21739108       0.22270666       0.29940084       0.28629966       0.55802740       0.49962847
       721       0.22637901       0.22546166       0.23047352       0.30959837       0.29556963       0.54397680       0.48699169
       722       0.23446735       0.23357269       0.23827794       0.31979684       0.30483492       0.52986325       0.47430398
       723       0.24250035       0.24167615       0.24607485       0.32993998       0.31404552       0.51576378       0.46163431
       724       0.25048153       0.24974688       0.25383903       0.33999484       0.32317129       0.50173168       0.44903041
       725       0.25851059       0.25783332       0.26161694       0.35002418       0.33226944       0.48768041       0.43641389
       726       0.26640028       0.26578174       0.26926766       0.35983402       0.34117009       0.47390949       0.42405943
       727       0.27427262       0.27369293       0.27688249       0.36955939       0.34999134       0.46020686       0.41176980
       728       0.28195901       0.28144181       0.28434612       0.37903738       0.35859046       0.44683959       0.39979022
       729       0.28955667       0.28908378       0.29170156       0.38835693       0.36703934       0.43363020       0.38794991
       730       0.29699206       0.29657367       0.29891114       0.39745797       0.37528883       0.42069374       0.37635728
       731       0.30414228       0.30377399       0.30581904       0.40620332       0.38319471       0.40813244       0.36508493
       732       0.31119180       0.31086675       0.31262353       0.41479223       0.39095743       0.39575824       0.35398340
       733       0.31801590       0.31773226       0.31921003       0.42308119       0.39844780       0.38378443       0.34324400
       734       0.32451841       0.32428411       0.32548902       0.43097395       0.40557352       0.37233346       0.33297205
       735       0.33076873       0.33058542       0.33153391       0.43853699       0.41240599       0.36136368       0.32313843
       736       0.33676550       0.33663003       0.33733307       0.44577361       0.41894332       0.35084663       0.31371274
       737       0.34251529       0.34242498       0.34289336       0.45269486       0.42519575       0.34076970       0.30468337
       738       0.34797957       0.34793237       0.34817258       0.45926622       0.43112695       0.33115751       0.29606826
       739       0.35320104       0.35319553       0.35322346       0.46552226       0.43677858       0.32202627       0.28788962
       740       0.35812458       0.35815843       0.35798746       0.47140903       0.44209749       0.31342489       0.28018707
       741       0.36274919       0.36282033       0.36246404       0.47692784       0.44708503       0.30535445       0.27296134
       742       0.36711593       0.36722208       0.36669236       0.48212931       0.45178697       0.29774203       0.26614685
       743       0.37118792       0.37132673       0.37063621       0.48696854       0.45616241       0.29066176       0.25980999
       744       0.37502169       0.37518982       0.37435607       0.49150644       0.46027272       0.28405190       0.25389854
       745       0.37858842       0.37878441       0.37781369       0.49573072       0.46409540       0.27786875       0.24836644
